Year,zip,Borough,Neighborhood,Percentage,Number
17,10001,MANHATTAN,CHELSEA AND CLINTON,0.01836285,9436.666667
17,10002,MANHATTAN,LOWER EAST SIDE,0.023994124,17630.76923
17,10003,MANHATTAN,LOWER EAST SIDE,0.023994124,14692.30769
17,10004,MANHATTAN,LOWER MANHATTAN,0.003999021,1120.651204
17,10005,MANHATTAN,LOWER MANHATTAN,0.003999021,1494.201606
17,10006,MANHATTAN,LOWER MANHATTAN,0.003999021,1120.651204
17,10007,MANHATTAN,LOWER MANHATTAN,0.003999021,747.1008029
17,10009,MANHATTAN,LOWER EAST SIDE,0.023994124,16528.84615
17,10010,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.008650943,6350.356824
17,10011,MANHATTAN,CHELSEA AND CLINTON,0.01836285,11423.33333
17,10012,MANHATTAN,GREENWICH VILLAGE AND SOHO,0.009956745,11206.51204
17,10013,MANHATTAN,GREENWICH VILLAGE AND SOHO,0.009956745,11580.06244
17,10014,MANHATTAN,GREENWICH VILLAGE AND SOHO,0.009956745,12700.71365
17,10016,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.008650943,7471.008029
17,10017,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.008650943,1494.201606
17,10018,MANHATTAN,CHELSEA AND CLINTON,0.01836285,4966.666667
17,10019,MANHATTAN,CHELSEA AND CLINTON,0.01836285,12913.33333
17,10021,MANHATTAN,UPPER EAST SIDE,0.019015751,12107.5
17,10022,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,0.008650943,7097.457627
17,10023,MANHATTAN,UPPER WEST SIDE,0.037215376,5407.017544
17,10024,MANHATTAN,UPPER WEST SIDE,0.037215376,14340.35088
17,10025,MANHATTAN,UPPER WEST SIDE,0.037215376,24214.03509
17,10026,MANHATTAN,CENTRAL HARLEM,0.039010854,16221.05263
17,10027,MANHATTAN,CENTRAL HARLEM,0.039010854,13800
17,10028,MANHATTAN,UPPER EAST SIDE,0.019015751,22545
17,10029,MANHATTAN,EAST HARLEM,0.016812209,17915.21739
17,10030,MANHATTAN,CENTRAL HARLEM,0.039010854,10168.42105
17,10031,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.043826002,16643.83562
17,10032,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.043826002,12328.76712
17,10033,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.043826002,9246.575342
17,10034,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.043826002,7602.739726
17,10035,MANHATTAN,EAST HARLEM,0.016812209,13102.17391
17,10036,MANHATTAN,CHELSEA AND CLINTON,0.01836285,10926.66667
17,10037,MANHATTAN,CENTRAL HARLEM,0.039010854,4115.789474
17,10038,MANHATTAN,LOWER MANHATTAN,0.003999021,3361.953613
17,10039,MANHATTAN,CENTRAL HARLEM,0.039010854,3389.473684
17,10040,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,0.043826002,6780.821918
17,10044,MANHATTAN,UPPER EAST SIDE,0.019015751,835
17,10065,MANHATTAN,UPPER EAST SIDE,0.019015751,8767.5
17,10075,MANHATTAN,UPPER EAST SIDE,0.019015751,4175
17,10128,MANHATTAN,UPPER EAST SIDE,0.019015751,24632.5
17,10301,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.014200604,11580.06244
17,10302,STATEN ISLAND,PORT RICHMOND,0.0122419,9338.760036
17,10303,STATEN ISLAND,PORT RICHMOND,0.0122419,9338.760036
17,10304,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.014200604,16062.66726
17,10305,STATEN ISLAND,STAPLETON AND ST. GEORGE,0.014200604,7844.55843
17,10306,STATEN ISLAND,SOUTH SHORE,0.013629315,19051.07047
17,10307,STATEN ISLAND,SOUTH SHORE,0.013629315,2614.85281
17,10308,STATEN ISLAND,SOUTH SHORE,0.013629315,9712.310437
17,10309,STATEN ISLAND,SOUTH SHORE,0.013629315,4482.604817
17,10310,STATEN ISLAND,PORT RICHMOND,0.0122419,12327.16325
17,10312,STATEN ISLAND,SOUTH SHORE,0.013629315,10085.86084
17,10314,STATEN ISLAND,MID ISLAND,0.006610626,22413.02409
17,10451,BRONX,HIGH BRIDGE AND MORRISANIA,0.036562474,7931.756757
17,10452,BRONX,HIGH BRIDGE AND MORRISANIA,0.036562474,12727.7027
17,10453,BRONX,CENTRAL BRONX,0.045050192,20350
17,10454,BRONX,HUNTS POINT AND MOTT HAVEN,0.030441525,10333.67347
17,10455,BRONX,HUNTS POINT AND MOTT HAVEN,0.030441525,11845.91837
17,10456,BRONX,HIGH BRIDGE AND MORRISANIA,0.036562474,15679.05405
17,10457,BRONX,CENTRAL BRONX,0.045050192,24512.5
17,10458,BRONX,BRONX PARK AND FORDHAM,0.046764058,21448.125
17,10459,BRONX,HUNTS POINT AND MOTT HAVEN,0.030441525,18146.93878
17,10460,BRONX,CENTRAL BRONX,0.045050192,13875
17,10461,BRONX,SOUTHEAST BRONX,0.029951849,13096.875
17,10462,BRONX,SOUTHEAST BRONX,0.029951849,23018.75
17,10463,BRONX,KINGSBRIDGE AND RIVERDALE,0.012160287,19798.17128
17,10463,MANHATTAN,KINGSBRIDGE AND RIVERDALE,0.012160287,19798.17128
17,10464,BRONX,SOUTHEAST BRONX,0.029951849,793.75
17,10465,BRONX,SOUTHEAST BRONX,0.029951849,8731.25
17,10466,BRONX,NORTHEAST BRONX,0.017954787,19600
17,10467,BRONX,BRONX PARK AND FORDHAM,0.046764058,30442.5
17,10468,BRONX,BRONX PARK AND FORDHAM,0.046764058,15913.125
17,10469,BRONX,NORTHEAST BRONX,0.017954787,29120
17,10470,BRONX,NORTHEAST BRONX,0.017954787,8960
17,10471,BRONX,KINGSBRIDGE AND RIVERDALE,0.012160287,2988.403211
17,10472,BRONX,SOUTHEAST BRONX,0.029951849,17859.375
17,10473,BRONX,SOUTHEAST BRONX,0.029951849,11906.25
17,10474,BRONX,HUNTS POINT AND MOTT HAVEN,0.030441525,6048.979592
17,10475,BRONX,NORTHEAST BRONX,0.017954787,560
17,11001,QUEENS,NORTHWEST QUEENS,#N/A,1120.651204
17,11004,QUEENS,SOUTHEAST QUEENS,0.008732555,373.5504014
17,11101,QUEENS,NORTHWEST QUEENS,0.016485759,12988.23529
17,11102,QUEENS,NORTHWEST QUEENS,0.016485759,3652.941176
17,11103,QUEENS,NORTHWEST QUEENS,0.016485759,17452.94118
17,11104,QUEENS,NORTHWEST QUEENS,0.016485759,4464.705882
17,11105,QUEENS,NORTHWEST QUEENS,0.016485759,5276.470588
17,11106,QUEENS,NORTHWEST QUEENS,0.016485759,8523.529412
17,11201,BROOKLYN,NORTHWEST BROOKLYN,0.054925324,17139.13043
17,11203,BROOKLYN,FLATBUSH,0.045784706,21300
17,11204,BROOKLYN,BOROUGH PARK,0.018852526,15983.33333
17,11205,BROOKLYN,NORTHWEST BROOKLYN,0.054925324,31421.73913
17,11206,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.046682445,37102.04082
17,11207,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.030523137,62515.38462
17,11208,BROOKLYN,EAST NEW YORK AND NEW LOTS,0.030523137,30761.53846
17,11209,BROOKLYN,SOUTHWEST BROOKLYN,0.006202563,3735.504014
17,11210,BROOKLYN,FLATBUSH,0.045784706,7800
17,11211,BROOKLYN,GREENPOINT,0.021708969,44856.52174
17,11212,BROOKLYN,CENTRAL BROOKLYN,0.10405615,37421.42857
17,11213,BROOKLYN,CENTRAL BROOKLYN,0.10405615,37019.04762
17,11214,BROOKLYN,SOUTHWEST BROOKLYN,0.006202563,7471.008029
17,11215,BROOKLYN,NORTHWEST BROOKLYN,0.054925324,42371.73913
17,11216,BROOKLYN,CENTRAL BROOKLYN,0.10405615,71221.42857
17,11217,BROOKLYN,NORTHWEST BROOKLYN,0.054925324,31421.73913
17,11218,BROOKLYN,BOROUGH PARK,0.018852526,25116.66667
17,11219,BROOKLYN,BOROUGH PARK,0.018852526,27400
17,11220,BROOKLYN,SUNSET PARK,0.007018689,7844.55843
17,11221,BROOKLYN,BUSHWICK AND WILLIAMSBURG,0.046682445,84510.20408
17,11222,BROOKLYN,GREENPOINT,0.021708969,18886.95652
17,11223,BROOKLYN,SOUTHERN BROOKLYN,0.015669632,17456.25
17,11224,BROOKLYN,SOUTHERN BROOKLYN,0.015669632,8312.5
17,11225,BROOKLYN,FLATBUSH,0.045784706,13800
17,11226,BROOKLYN,FLATBUSH,0.045784706,39600
17,11228,BROOKLYN,SOUTHWEST BROOKLYN,0.006202563,4109.054416
17,11229,BROOKLYN,SOUTHERN BROOKLYN,0.015669632,10806.25
17,11230,BROOKLYN,BOROUGH PARK,0.018852526,27400
17,11231,BROOKLYN,NORTHWEST BROOKLYN,0.054925324,16186.95652
17,11232,BROOKLYN,SUNSET PARK,0.007018689,4482.604817
17,11233,BROOKLYN,CENTRAL BROOKLYN,0.10405615,59552.38095
17,11234,BROOKLYN,CANARSIE AND FLATLANDS,0.010038358,13074.26405
17,11235,BROOKLYN,SOUTHERN BROOKLYN,0.015669632,37406.25
17,11236,BROOKLYN,CANARSIE AND FLATLANDS,0.010038358,15315.56646
17,11237,BROOKLYN,BUSHWICK AND WILLIAMSBURG,#N/A,29884.03211
17,11238,BROOKLYN,CENTRAL BROOKLYN,0.10405615,41847.61905
17,11249,BROOKLYN,FLATBUSH,#N/A,8591.659233
17,11354,QUEENS,NORTH QUEENS,0.009630295,4856.155219
17,11355,QUEENS,NORTH QUEENS,0.009630295,7844.55843
17,11356,QUEENS,NORTH QUEENS,0.009630295,2241.302409
17,11357,QUEENS,NORTH QUEENS,0.009630295,5976.806423
17,11358,QUEENS,NORTH QUEENS,0.009630295,3361.953613
17,11360,QUEENS,NORTH QUEENS,0.009630295,1120.651204
17,11361,QUEENS,NORTHEAST QUEENS,0.004325471,5976.806423
17,11362,QUEENS,NORTHEAST QUEENS,0.004325471,1494.201606
17,11363,QUEENS,NORTHEAST QUEENS,0.004325471,747.1008029
17,11364,QUEENS,NORTHEAST QUEENS,0.004325471,747.1008029
17,11365,QUEENS,CENTRAL QUEENS,0.002203542,2241.302409
17,11366,QUEENS,CENTRAL QUEENS,0.002203542,747.1008029
17,11367,QUEENS,CENTRAL QUEENS,0.002203542,1494.201606
17,11368,QUEENS,WEST QUEENS,0.032155391,21560.34483
17,11369,QUEENS,WEST QUEENS,0.032155391,7362.068966
17,11370,QUEENS,WEST QUEENS,0.032155391,5258.62069
17,11372,QUEENS,WEST QUEENS,0.032155391,22086.2069
17,11373,QUEENS,WEST QUEENS,0.032155391,18405.17241
17,11374,QUEENS,WEST CENTRAL QUEENS,0.024238962,13076.92308
17,11375,QUEENS,WEST CENTRAL QUEENS,0.024238962,6153.846154
17,11377,QUEENS,WEST QUEENS,0.032155391,26293.10345
17,11378,QUEENS,WEST QUEENS,0.032155391,12620.68966
17,11379,QUEENS,WEST CENTRAL QUEENS,0.024238962,17692.30769
17,11385,QUEENS,WEST CENTRAL QUEENS,0.024238962,80769.23077
17,11411,QUEENS,SOUTHEAST QUEENS,0.008732555,4109.054416
17,11412,QUEENS,JAMAICA,0.03060475,19397.36842
17,11413,QUEENS,SOUTHEAST QUEENS,0.008732555,8591.659233
17,11414,QUEENS,SOUTHWEST QUEENS,0.019178977,11025
17,11415,QUEENS,SOUTHWEST QUEENS,0.019178977,5512.5
17,11416,QUEENS,SOUTHWEST QUEENS,0.019178977,14175
17,11417,QUEENS,SOUTHWEST QUEENS,0.019178977,17325
17,11418,QUEENS,SOUTHWEST QUEENS,0.019178977,14175
17,11419,QUEENS,SOUTHWEST QUEENS,0.019178977,21262.5
17,11420,QUEENS,SOUTHWEST QUEENS,0.019178977,15750
17,11421,QUEENS,SOUTHWEST QUEENS,0.019178977,13387.5
17,11422,QUEENS,SOUTHEAST QUEENS,0.008732555,4482.604817
17,11423,QUEENS,JAMAICA,0.03060475,7902.631579
17,11426,QUEENS,SOUTHEAST QUEENS,0.008732555,2614.85281
17,11427,QUEENS,SOUTHEAST QUEENS,0.008732555,1867.752007
17,11428,QUEENS,SOUTHEAST QUEENS,0.008732555,747.1008029
17,11429,QUEENS,SOUTHEAST QUEENS,0.008732555,3361.953613
17,11432,QUEENS,JAMAICA,0.03060475,28736.84211
17,11433,QUEENS,JAMAICA,0.03060475,28018.42105
17,11434,QUEENS,JAMAICA,0.03060475,28018.42105
17,11435,QUEENS,JAMAICA,0.03060475,36639.47368
17,11436,QUEENS,JAMAICA,0.03060475,10776.31579
17,11691,QUEENS,ROCKAWAYS,0.004570309,7471.008029
17,11692,QUEENS,ROCKAWAYS,0.004570309,1867.752007
17,11693,QUEENS,ROCKAWAYS,0.004570309,1494.201606
17,11694,QUEENS,ROCKAWAYS,0.004570309,2614.85281
17,11697,QUEENS,ROCKAWAYS,0.004570309,0
